DateTime,LCLid,stdorToU,KWH/hh (per half hour) 
00:00.0,MAC000003,Std,0.201
30:00.0,MAC000003,Std,0.195
00:00.0,MAC000003,Std,0.154
30:00.0,MAC000003,Std,0.095
00:00.0,MAC000003,Std,0.112
30:00.0,MAC000003,Std,3.175
00:00.0,MAC000003,Std,3.131
30:00.0,MAC000003,Std,3.2820001
00:00.0,MAC000003,Std,2.3210001
30:00.0,MAC000003,Std,2.7449999
00:00.0,MAC000003,Std,2.4330001
30:00.0,MAC000003,Std,2.474
00:00.0,MAC000003,Std,2.7509999
30:00.0,MAC000003,Std,2.3559999
00:00.0,MAC000003,Std,2.559
30:00.0,MAC000003,Std,2.276
00:00.0,MAC000003,Std,1.591
30:00.0,MAC000003,Std,1.988
00:00.0,MAC000003,Std,1.911
30:00.0,MAC000003,Std,0.078
00:00.0,MAC000003,Std,0.208
30:00.0,MAC000003,Std,0.217
00:00.0,MAC000003,Std,0.241
30:00.0,MAC000003,Std,0.195
00:00.0,MAC000003,Std,0.156
30:00.0,MAC000003,Std,0.051
00:00.0,MAC000003,Std,0.049
30:00.0,MAC000003,Std,0.05
00:00.0,MAC000003,Std,0.084
30:00.0,MAC000003,Std,0.246
00:00.0,MAC000003,Std,0.193
30:00.0,MAC000003,Std,0.192
00:00.0,MAC000003,Std,0.135
30:00.0,MAC000003,Std,0.12
00:00.0,MAC000003,Std,0.131
30:00.0,MAC000003,Std,0.796
00:00.0,MAC000003,Std,0.231
30:00.0,MAC000003,Std,0.241
00:00.0,MAC000003,Std,0.264
30:00.0,MAC000003,Std,0.198
00:00.0,MAC000003,Std,0.223
30:00.0,MAC000003,Std,0.588
00:00.0,MAC000003,Std,0.249
30:00.0,MAC000003,Std,0.237
00:00.0,MAC000003,Std,0.187
30:00.0,MAC000003,Std,0.18
00:00.0,MAC000003,Std,0.109
30:00.0,MAC000003,Std,0.149
00:00.0,MAC000003,Std,0.118
30:00.0,MAC000003,Std,0.168
00:00.0,MAC000003,Std,0.175
30:00.0,MAC000003,Std,0.154
00:00.0,MAC000003,Std,0.159
30:00.0,MAC000003,Std,3.161
00:00.0,MAC000003,Std,3.312
30:00.0,MAC000003,Std,3.4860001
00:00.0,MAC000003,Std,2.6229999
30:00.0,MAC000003,Std,2.816
00:00.0,MAC000003,Std,2.382
30:00.0,MAC000003,Std,2.4649999
00:00.0,MAC000003,Std,2.572
30:00.0,MAC000003,Std,2.3929999
00:00.0,MAC000003,Std,2.6270001
30:00.0,MAC000003,Std,1.899
00:00.0,MAC000003,Std,1.6720001
30:00.0,MAC000003,Std,2.3080001
00:00.0,MAC000003,Std,1.524
30:00.0,MAC000003,Std,0.132
00:00.0,MAC000003,Std,0.309
30:00.0,MAC000003,Std,0.263
00:00.0,MAC000003,Std,0.256
30:00.0,MAC000003,Std,0.241
00:00.0,MAC000003,Std,0.323
30:00.0,MAC000003,Std,0.184
00:00.0,MAC000003,Std,0.249
30:00.0,MAC000003,Std,0.186
00:00.0,MAC000003,Std,0.165
30:00.0,MAC000003,Std,0.122
00:00.0,MAC000003,Std,0.1
30:00.0,MAC000003,Std,0.12
00:00.0,MAC000003,Std,0.057
30:00.0,MAC000003,Std,0.11
00:00.0,MAC000003,Std,0.13
30:00.0,MAC000003,Std,0.135
00:00.0,MAC000003,Std,0.15
30:00.0,MAC000003,Std,0.112
00:00.0,MAC000003,Std,0.116
30:00.0,MAC000003,Std,0.095
00:00.0,MAC000003,Std,0.238
30:00.0,MAC000003,Std,0.239
00:00.0,MAC000003,Std,0.254
30:00.0,MAC000003,Std,0.235
00:00.0,MAC000003,Std,0.261
30:00.0,MAC000003,Std,0.232
00:00.0,MAC000003,Std,0.22
30:00.0,MAC000003,Std,0.239
00:00.0,MAC000003,Std,0.152
30:00.0,MAC000003,Std,0.188
00:00.0,MAC000003,Std,0.209
30:00.0,MAC000003,Std,0.163
00:00.0,MAC000003,Std,0.19
30:00.0,MAC000003,Std,3.2149999
00:00.0,MAC000003,Std,3.3440001
30:00.0,MAC000003,Std,3.402
00:00.0,MAC000003,Std,2.2739999
30:00.0,MAC000003,Std,2.678
00:00.0,MAC000003,Std,2.359
30:00.0,MAC000003,Std,2.4649999
00:00.0,MAC000003,Std,2.6670001
30:00.0,MAC000003,Std,2.415
00:00.0,MAC000003,Std,2.734
30:00.0,MAC000003,Std,2.2639999
00:00.0,MAC000003,Std,1.538
30:00.0,MAC000003,Std,2.1949999
00:00.0,MAC000003,Std,1.699
30:00.0,MAC000003,Std,0.144
00:00.0,MAC000003,Std,0.368
30:00.0,MAC000003,Std,0.29
00:00.0,MAC000003,Std,0.304
30:00.0,MAC000003,Std,0.23
00:00.0,MAC000003,Std,0.236
30:00.0,MAC000003,Std,0.142
00:00.0,MAC000003,Std,0.076
30:00.0,MAC000003,Std,0.135
00:00.0,MAC000003,Std,0.577
30:00.0,MAC000003,Std,0.676
00:00.0,MAC000003,Std,0.443
30:00.0,MAC000003,Std,0.213
00:00.0,MAC000003,Std,0.209
30:00.0,MAC000003,Std,0.137
00:00.0,MAC000003,Std,0.171
30:00.0,MAC000003,Std,0.099
00:00.0,MAC000003,Std,0.131
30:00.0,MAC000003,Std,0.064
00:00.0,MAC000003,Std,0.079
30:00.0,MAC000003,Std,0.083
00:00.0,MAC000003,Std,0.11
30:00.0,MAC000003,Std,0.319
00:00.0,MAC000003,Std,0.236
30:00.0,MAC000003,Std,0.296
00:00.0,MAC000003,Std,0.179
30:00.0,MAC000003,Std,0.112
00:00.0,MAC000003,Std,0.206
30:00.0,MAC000003,Std,0.191
00:00.0,MAC000003,Std,0.146
30:00.0,MAC000003,Std,0.111
00:00.0,MAC000003,Std,0.147
30:00.0,MAC000003,Std,0.159
00:00.0,MAC000003,Std,0.104
30:00.0,MAC000003,Std,3.0650001
00:00.0,MAC000003,Std,3.2130001
30:00.0,MAC000003,Std,3.368
00:00.0,MAC000003,Std,3.0250001
30:00.0,MAC000003,Std,2.7620001
00:00.0,MAC000003,Std,2.4100001
30:00.0,MAC000003,Std,2.6949999
00:00.0,MAC000003,Std,2.392
30:00.0,MAC000003,Std,2.7090001
00:00.0,MAC000003,Std,2.4260001
30:00.0,MAC000003,Std,2.3659999
00:00.0,MAC000003,Std,2.316
30:00.0,MAC000003,Std,1.584
00:00.0,MAC000003,Std,2.4749999
30:00.0,MAC000003,Std,0.164
00:00.0,MAC000003,Std,0.353
30:00.0,MAC000003,Std,0.259
00:00.0,MAC000003,Std,0.24
30:00.0,MAC000003,Std,0.21
00:00.0,MAC000003,Std,0.231
30:00.0,MAC000003,Std,0.242
00:00.0,MAC000003,Std,0.245
30:00.0,MAC000003,Std,0.06
00:00.0,MAC000003,Std,0.08
30:00.0,MAC000003,Std,0.085
00:00.0,MAC000003,Std,0.103
30:00.0,MAC000003,Std,0.138
00:00.0,MAC000003,Std,0.114
30:00.0,MAC000003,Std,0.879
00:00.0,MAC000003,Std,0.313
30:00.0,MAC000003,Std,0.288
00:00.0,MAC000003,Std,0.277
30:00.0,MAC000003,Std,0.288
00:00.0,MAC000003,Std,0.172
30:00.0,MAC000003,Std,0.205
00:00.0,MAC000003,Std,0.235
30:00.0,MAC000003,Std,0.213
00:00.0,MAC000003,Std,0.239
30:00.0,MAC000003,Std,0.204
00:00.0,MAC000003,Std,0.185
30:00.0,MAC000003,Std,0.246
00:00.0,MAC000003,Std,0.244
30:00.0,MAC000003,Std,0.266
00:00.0,MAC000003,Std,0.155
30:00.0,MAC000003,Std,0.125
00:00.0,MAC000003,Std,0.162
30:00.0,MAC000003,Std,0.171
00:00.0,MAC000003,Std,0.169
30:00.0,MAC000003,Std,3.2060001
00:00.0,MAC000003,Std,3.204
30:00.0,MAC000003,Std,3.3499999
00:00.0,MAC000003,Std,2.5009999
30:00.0,MAC000003,Std,2.3169999
00:00.0,MAC000003,Std,2.7049999
30:00.0,MAC000003,Std,2.392
00:00.0,MAC000003,Std,2.6670001
30:00.0,MAC000003,Std,2.402
00:00.0,MAC000003,Std,2.4760001
30:00.0,MAC000003,Std,2.138
00:00.0,MAC000003,Std,1.9680001
30:00.0,MAC000003,Std,1.656
00:00.0,MAC000003,Std,2.1300001
30:00.0,MAC000003,Std,0.236
00:00.0,MAC000003,Std,0.252
30:00.0,MAC000003,Std,0.273
00:00.0,MAC000003,Std,0.191
30:00.0,MAC000003,Std,0.226
00:00.0,MAC000003,Std,0.196
30:00.0,MAC000003,Std,0.307
00:00.0,MAC000003,Std,0.348
30:00.0,MAC000003,Std,0.398
00:00.0,MAC000003,Std,0.249
30:00.0,MAC000003,Std,0.212
00:00.0,MAC000003,Std,0.355
30:00.0,MAC000003,Std,0.755
00:00.0,MAC000003,Std,0.455
30:00.0,MAC000003,Std,0.178
00:00.0,MAC000003,Std,0.171
30:00.0,MAC000003,Std,0.125
00:00.0,MAC000003,Std,0.153
30:00.0,MAC000003,Std,0.145
00:00.0,MAC000003,Std,0.096
30:00.0,MAC000003,Std,0.098
00:00.0,MAC000003,Std,0.141
30:00.0,MAC000003,Std,0.234
00:00.0,MAC000003,Std,0.337
30:00.0,MAC000003,Std,0.309
00:00.0,MAC000003,Std,0.26
30:00.0,MAC000003,Std,0.247
00:00.0,MAC000003,Std,0.2
30:00.0,MAC000003,Std,0.169
00:00.0,MAC000003,Std,0.163
30:00.0,MAC000003,Std,0.136
00:00.0,MAC000003,Std,0.175
30:00.0,MAC000003,Std,0.142
00:00.0,MAC000003,Std,0.143
30:00.0,MAC000003,Std,3.151
00:00.0,MAC000003,Std,3.2969999
30:00.0,MAC000003,Std,3.4560001
00:00.0,MAC000003,Std,3.076
30:00.0,MAC000003,Std,2.2739999
00:00.0,MAC000003,Std,2.6029999
30:00.0,MAC000003,Std,2.256
00:00.0,MAC000003,Std,2.651
30:00.0,MAC000003,Std,2.348
00:00.0,MAC000003,Std,2.3889999
30:00.0,MAC000003,Std,2.467
00:00.0,MAC000003,Std,1.612
30:00.0,MAC000003,Std,1.905
00:00.0,MAC000003,Std,1.951
30:00.0,MAC000003,Std,0.039
00:00.0,MAC000003,Std,0.097
30:00.0,MAC000003,Std,0.094
00:00.0,MAC000003,Std,0.244
30:00.0,MAC000003,Std,0.174
00:00.0,MAC000003,Std,0.132
30:00.0,MAC000003,Std,0.196
00:00.0,MAC000003,Std,0.166
30:00.0,MAC000003,Std,0.893
00:00.0,MAC000003,Std,1.052
30:00.0,MAC000003,Std,0.75
00:00.0,MAC000003,Std,0.917
30:00.0,MAC000003,Std,1.02
00:00.0,MAC000003,Std,0.374
30:00.0,MAC000003,Std,0.18
00:00.0,MAC000003,Std,0.118
30:00.0,MAC000003,Std,0.154
00:00.0,MAC000003,Std,0.192
30:00.0,MAC000003,Std,0.17
00:00.0,MAC000003,Std,0.125
30:00.0,MAC000003,Std,0.103
00:00.0,MAC000003,Std,0.075
30:00.0,MAC000003,Std,0.301
00:00.0,MAC000003,Std,0.582
30:00.0,MAC000003,Std,0.366
00:00.0,MAC000003,Std,0.246
30:00.0,MAC000003,Std,0.189
00:00.0,MAC000003,Std,0.171
30:00.0,MAC000003,Std,0.111
00:00.0,MAC000003,Std,0.185
30:00.0,MAC000003,Std,0.158
00:00.0,MAC000003,Std,0.148
30:00.0,MAC000003,Std,0.099
00:00.0,MAC000003,Std,0.066
30:00.0,MAC000003,Std,3.2320001
00:00.0,MAC000003,Std,3.3440001
30:00.0,MAC000003,Std,2.997
00:00.0,MAC000003,Std,2.3599999
30:00.0,MAC000003,Std,2.6489999
00:00.0,MAC000003,Std,2.3800001
30:00.0,MAC000003,Std,2.697
00:00.0,MAC000003,Std,2.3299999
30:00.0,MAC000003,Std,2.4089999
00:00.0,MAC000003,Std,2.789
30:00.0,MAC000003,Std,1.765
00:00.0,MAC000003,Std,1.877
30:00.0,MAC000003,Std,2.1029999
00:00.0,MAC000003,Std,1.579
30:00.0,MAC000003,Std,0.132
00:00.0,MAC000003,Std,0.371
30:00.0,MAC000003,Std,0.27
00:00.0,MAC000003,Std,0.229
30:00.0,MAC000003,Std,0.229
00:00.0,MAC000003,Std,0.212
30:00.0,MAC000003,Std,0.268
00:00.0,MAC000003,Std,0.276
30:00.0,MAC000003,Std,0.342
00:00.0,MAC000003,Std,0.658
30:00.0,MAC000003,Std,0.189
00:00.0,MAC000003,Std,0.267
30:00.0,MAC000003,Std,0.135
00:00.0,MAC000003,Std,0.08
30:00.0,MAC000003,Std,0.092
00:00.0,MAC000003,Std,0.099
30:00.0,MAC000003,Std,0.138
00:00.0,MAC000003,Std,0.067
30:00.0,MAC000003,Std,0.096
00:00.0,MAC000003,Std,0.154
30:00.0,MAC000003,Std,0.325
00:00.0,MAC000003,Std,0.297
30:00.0,MAC000003,Std,0.22
00:00.0,MAC000003,Std,0.2
30:00.0,MAC000003,Std,0.23
00:00.0,MAC000003,Std,0.218
30:00.0,MAC000003,Std,0.211
00:00.0,MAC000003,Std,0.171
30:00.0,MAC000003,Std,0.141
00:00.0,MAC000003,Std,0.141
30:00.0,MAC000003,Std,0.098
00:00.0,MAC000003,Std,0.148
30:00.0,MAC000003,Std,0.171
00:00.0,MAC000003,Std,0.135
30:00.0,MAC000003,Std,3.175
00:00.0,MAC000003,Std,3.1489999
30:00.0,MAC000003,Std,3.3540001
00:00.0,MAC000003,Std,2.223
30:00.0,MAC000003,Std,2.5969999
00:00.0,MAC000003,Std,2.29
30:00.0,MAC000003,Std,2.358
00:00.0,MAC000003,Std,2.697
30:00.0,MAC000003,Std,2.355
00:00.0,MAC000003,Std,2.3759999
30:00.0,MAC000003,Std,2.2460001
00:00.0,MAC000003,Std,1.553
30:00.0,MAC000003,Std,2.178
00:00.0,MAC000003,Std,1.788
30:00.0,MAC000003,Std,0.157
00:00.0,MAC000003,Std,0.109
30:00.0,MAC000003,Std,0.272
00:00.0,MAC000003,Std,0.245
30:00.0,MAC000003,Std,0.255
00:00.0,MAC000003,Std,0.227
30:00.0,MAC000003,Std,0.273
00:00.0,MAC000003,Std,0.259
30:00.0,MAC000003,Std,0.21
00:00.0,MAC000003,Std,0.289
30:00.0,MAC000003,Std,0.613
00:00.0,MAC000003,Std,0.746
30:00.0,MAC000003,Std,0.63
00:00.0,MAC000003,Std,0.276
30:00.0,MAC000003,Std,0.209
00:00.0,MAC000003,Std,0.158
30:00.0,MAC000003,Std,0.157
00:00.0,MAC000003,Std,0.085
30:00.0,MAC000003,Std,0.068
00:00.0,MAC000003,Std,0.115
30:00.0,MAC000003,Std,0.294
00:00.0,MAC000003,Std,0.272
30:00.0,MAC000003,Std,1.177
00:00.0,MAC000003,Std,0.227
30:00.0,MAC000003,Std,0.38
00:00.0,MAC000003,Std,0.179
30:00.0,MAC000003,Std,0.242
00:00.0,MAC000003,Std,0.172
30:00.0,MAC000003,Std,0.154
00:00.0,MAC000003,Std,0.149
30:00.0,MAC000003,Std,0.155
00:00.0,MAC000003,Std,0.14
30:00.0,MAC000003,Std,0.163
00:00.0,MAC000003,Std,0.179
30:00.0,MAC000003,Std,3.2049999
00:00.0,MAC000003,Std,3.1849999
30:00.0,MAC000003,Std,3.286
00:00.0,MAC000003,Std,2.27
30:00.0,MAC000003,Std,2.6860001
00:00.0,MAC000003,Std,2.427
30:00.0,MAC000003,Std,2.355
00:00.0,MAC000003,Std,2.675
30:00.0,MAC000003,Std,2.2939999
00:00.0,MAC000003,Std,2.352
30:00.0,MAC000003,Std,2.628
00:00.0,MAC000003,Std,1.617
30:00.0,MAC000003,Std,2.4879999
00:00.0,MAC000003,Std,1.669
30:00.0,MAC000003,Std,0.206
00:00.0,MAC000003,Std,0.307
30:00.0,MAC000003,Std,0.23
00:00.0,MAC000003,Std,0.197
30:00.0,MAC000003,Std,0.24
00:00.0,MAC000003,Std,0.16
30:00.0,MAC000003,Std,0.117
00:00.0,MAC000003,Std,0.114
30:00.0,MAC000003,Std,0.102
00:00.0,MAC000003,Std,0.058
30:00.0,MAC000003,Std,0.096
00:00.0,MAC000003,Std,0.099
30:00.0,MAC000003,Std,0.116
00:00.0,MAC000003,Std,0.195
30:00.0,MAC000003,Std,0.139
00:00.0,MAC000003,Std,0.224
30:00.0,MAC000003,Std,0.21
00:00.0,MAC000003,Std,0.174
30:00.0,MAC000003,Std,0.152
00:00.0,MAC000003,Std,0.059
30:00.0,MAC000003,Std,0.1
00:00.0,MAC000003,Std,0.268
30:00.0,MAC000003,Std,0.272
00:00.0,MAC000003,Std,0.246
30:00.0,MAC000003,Std,0.165
00:00.0,MAC000003,Std,0.239
30:00.0,MAC000003,Std,0.268
00:00.0,MAC000003,Std,0.21
30:00.0,MAC000003,Std,0.183
00:00.0,MAC000003,Std,0.131
30:00.0,MAC000003,Std,0.15
00:00.0,MAC000003,Std,0.117
30:00.0,MAC000003,Std,0.154
00:00.0,MAC000003,Std,0.18
30:00.0,MAC000003,Std,3.175
00:00.0,MAC000003,Std,3.323
30:00.0,MAC000003,Std,3.3139999
00:00.0,MAC000003,Std,2.201
30:00.0,MAC000003,Std,2.668
00:00.0,MAC000003,Std,2.4400001
30:00.0,MAC000003,Std,2.3759999
00:00.0,MAC000003,Std,2.6240001
30:00.0,MAC000003,Std,2.3039999
00:00.0,MAC000003,Std,2.342
30:00.0,MAC000003,Std,2.7079999
00:00.0,MAC000003,Std,2.3410001
30:00.0,MAC000003,Std,2.132
00:00.0,MAC000003,Std,1.725
30:00.0,MAC000003,Std,0.166
00:00.0,MAC000003,Std,0.348
30:00.0,MAC000003,Std,0.244
00:00.0,MAC000003,Std,0.161
30:00.0,MAC000003,Std,0.058
00:00.0,MAC000003,Std,0.086
30:00.0,MAC000003,Std,0.077
00:00.0,MAC000003,Std,0.108
30:00.0,MAC000003,Std,0.138
00:00.0,MAC000003,Std,0.061
30:00.0,MAC000003,Std,0.085
00:00.0,MAC000003,Std,0.178
30:00.0,MAC000003,Std,0.139
00:00.0,MAC000003,Std,0.199
30:00.0,MAC000003,Std,0.131
00:00.0,MAC000003,Std,0.066
30:00.0,MAC000003,Std,0.087
00:00.0,MAC000003,Std,0.096
30:00.0,MAC000003,Std,0.113
00:00.0,MAC000003,Std,0.145
30:00.0,MAC000003,Std,0.124
00:00.0,MAC000003,Std,0.719
30:00.0,MAC000003,Std,0.765
00:00.0,MAC000003,Std,0.355
30:00.0,MAC000003,Std,0.224
00:00.0,MAC000003,Std,0.211
30:00.0,MAC000003,Std,0.117
00:00.0,MAC000003,Std,0.15
30:00.0,MAC000003,Std,0.111
00:00.0,MAC000003,Std,0.17
30:00.0,MAC000003,Std,0.337
00:00.0,MAC000003,Std,0.134
30:00.0,MAC000003,Std,0.156
00:00.0,MAC000003,Std,0.092
30:00.0,MAC000003,Std,3.174
00:00.0,MAC000003,Std,3.3559999
30:00.0,MAC000003,Std,2.9000001
00:00.0,MAC000003,Std,2.1730001
30:00.0,MAC000003,Std,2.677
00:00.0,MAC000003,Std,2.21
30:00.0,MAC000003,Std,2.6689999
00:00.0,MAC000003,Std,2.2869999
30:00.0,MAC000003,Std,2.2950001
00:00.0,MAC000003,Std,2.592
30:00.0,MAC000003,Std,2.2780001
00:00.0,MAC000003,Std,2.427
30:00.0,MAC000003,Std,2.414
00:00.0,MAC000003,Std,1.86
30:00.0,MAC000003,Std,0.166
00:00.0,MAC000003,Std,0.245
30:00.0,MAC000003,Std,0.23
00:00.0,MAC000003,Std,0.297
30:00.0,MAC000003,Std,0.205
00:00.0,MAC000003,Std,0.219
30:00.0,MAC000003,Std,0.246
00:00.0,MAC000003,Std,0.215
30:00.0,MAC000003,Std,0.702
00:00.0,MAC000003,Std,0.819
30:00.0,MAC000003,Std,1.052
00:00.0,MAC000003,Std,0.457
30:00.0,MAC000003,Std,0.202
00:00.0,MAC000003,Std,0.274
30:00.0,MAC000003,Std,0.221
00:00.0,MAC000003,Std,0.174
30:00.0,MAC000003,Std,0.123
00:00.0,MAC000003,Std,0.166
30:00.0,MAC000003,Std,0.147
00:00.0,MAC000003,Std,0.119
30:00.0,MAC000003,Std,0.078
00:00.0,MAC000003,Std,0.125
30:00.0,MAC000003,Std,0.344
00:00.0,MAC000003,Std,0.443
30:00.0,MAC000003,Std,0.277
00:00.0,MAC000003,Std,0.173
30:00.0,MAC000003,Std,0.154
00:00.0,MAC000003,Std,0.122
30:00.0,MAC000003,Std,0.198
00:00.0,MAC000003,Std,0.18
30:00.0,MAC000003,Std,0.135
00:00.0,MAC000003,Std,0.151
30:00.0,MAC000003,Std,0.112
00:00.0,MAC000003,Std,0.14
30:00.0,MAC000003,Std,3.207
00:00.0,MAC000003,Std,3.3010001
30:00.0,MAC000003,Std,3.4200001
00:00.0,MAC000003,Std,2.7579999
30:00.0,MAC000003,Std,2.1489999
00:00.0,MAC000003,Std,2.6789999
30:00.0,MAC000003,Std,2.319
00:00.0,MAC000003,Std,2.3959999
30:00.0,MAC000003,Std,2.5280001
00:00.0,MAC000003,Std,2.3570001
30:00.0,MAC000003,Std,2.618
00:00.0,MAC000003,Std,2.3670001
30:00.0,MAC000003,Std,1.755
00:00.0,MAC000003,Std,1.8789999
30:00.0,MAC000003,Std,0.18
00:00.0,MAC000003,Std,0.333
30:00.0,MAC000003,Std,0.249
00:00.0,MAC000003,Std,0.193
30:00.0,MAC000003,Std,0.207
00:00.0,MAC000003,Std,0.165
30:00.0,MAC000003,Std,0.196
00:00.0,MAC000003,Std,0.314
30:00.0,MAC000003,Std,0.28
00:00.0,MAC000003,Std,0.227
30:00.0,MAC000003,Std,0.169
00:00.0,MAC000003,Std,0.178
30:00.0,MAC000003,Std,0.37
00:00.0,MAC000003,Std,0.204
30:00.0,MAC000003,Std,0.307
00:00.0,MAC000003,Std,0.131
30:00.0,MAC000003,Std,0.12
00:00.0,MAC000003,Std,0.063
30:00.0,MAC000003,Std,0.163
00:00.0,MAC000003,Std,0.136
30:00.0,MAC000003,Std,0.298
00:00.0,MAC000003,Std,0.25
30:00.0,MAC000003,Std,0.236
00:00.0,MAC000003,Std,0.218
30:00.0,MAC000003,Std,0.252
00:00.0,MAC000003,Std,0.259
30:00.0,MAC000003,Std,0.161
00:00.0,MAC000003,Std,0.166
30:00.0,MAC000003,Std,0.127
00:00.0,MAC000003,Std,0.197
30:00.0,MAC000003,Std,0.185
00:00.0,MAC000003,Std,0.099
30:00.0,MAC000003,Std,0.114
00:00.0,MAC000003,Std,0.071
30:00.0,MAC000003,Std,3.131
00:00.0,MAC000003,Std,3.2639999
30:00.0,MAC000003,Std,3.2620001
00:00.0,MAC000003,Std,3.1659999
30:00.0,MAC000003,Std,2.25
00:00.0,MAC000003,Std,2.6110001
30:00.0,MAC000003,Std,2.4159999
00:00.0,MAC000003,Std,2.3929999
30:00.0,MAC000003,Std,2.6099999
00:00.0,MAC000003,Std,2.266
30:00.0,MAC000003,Std,1.677
00:00.0,MAC000003,Std,1.933
30:00.0,MAC000003,Std,2.207
00:00.0,MAC000003,Std,1.849
30:00.0,MAC000003,Std,0.274
00:00.0,MAC000003,Std,0.335
30:00.0,MAC000003,Std,0.278
00:00.0,MAC000003,Std,0.257
30:00.0,MAC000003,Std,0.217
00:00.0,MAC000003,Std,0.236
30:00.0,MAC000003,Std,0.777
00:00.0,MAC000003,Std,0.485
30:00.0,MAC000003,Std,0.076
00:00.0,MAC000003,Std,0.094
30:00.0,MAC000003,Std,0.214
00:00.0,MAC000003,Std,0.244
30:00.0,MAC000003,Std,0.188
00:00.0,MAC000003,Std,0.157
30:00.0,MAC000003,Std,0.112
00:00.0,MAC000003,Std,0.133
30:00.0,MAC000003,Std,0.155
00:00.0,MAC000003,Std,0.099
30:00.0,MAC000003,Std,0.26
00:00.0,MAC000003,Std,0.249
30:00.0,MAC000003,Std,0.285
00:00.0,MAC000003,Std,0.951
30:00.0,MAC000003,Std,0.637
00:00.0,MAC000003,Std,0.243
30:00.0,MAC000003,Std,0.286
00:00.0,MAC000003,Std,0.205
30:00.0,MAC000003,Std,0.27
00:00.0,MAC000003,Std,0.195
30:00.0,MAC000003,Std,0.211
00:00.0,MAC000003,Std,0.134
30:00.0,MAC000003,Std,0.181
00:00.0,MAC000003,Std,0.183
30:00.0,MAC000003,Std,0.2
00:00.0,MAC000003,Std,0.148
30:00.0,MAC000003,Std,3.062
00:00.0,MAC000003,Std,3.089
30:00.0,MAC000003,Std,3.234
00:00.0,MAC000003,Std,2.8039999
30:00.0,MAC000003,Std,3.457
00:00.0,MAC000003,Std,3.6730001
30:00.0,MAC000003,Std,3.7349999
00:00.0,MAC000003,Std,3.7920001
30:00.0,MAC000003,Std,3.2809999
00:00.0,MAC000003,Std,2.1570001
30:00.0,MAC000003,Std,1.663
00:00.0,MAC000003,Std,2.53
30:00.0,MAC000003,Std,1.6289999
00:00.0,MAC000003,Std,1.638
30:00.0,MAC000003,Std,0.199
00:00.0,MAC000003,Std,0.114
30:00.0,MAC000003,Std,0.132
00:00.0,MAC000003,Std,0.092
30:00.0,MAC000003,Std,0.315
00:00.0,MAC000003,Std,0.304
30:00.0,MAC000003,Std,0.792
00:00.0,MAC000003,Std,0.817
30:00.0,MAC000003,Std,0.281
00:00.0,MAC000003,Std,0.325
30:00.0,MAC000003,Std,0.363
00:00.0,MAC000003,Std,0.28
30:00.0,MAC000003,Std,0.275
00:00.0,MAC000003,Std,0.176
30:00.0,MAC000003,Std,0.147
00:00.0,MAC000003,Std,0.135
30:00.0,MAC000003,Std,0.131
00:00.0,MAC000003,Std,0.164
30:00.0,MAC000003,Std,0.125
00:00.0,MAC000003,Std,0.131
30:00.0,MAC000003,Std,0.085
00:00.0,MAC000003,Std,0.114
30:00.0,MAC000003,Std,0.125
00:00.0,MAC000003,Std,0.146
30:00.0,MAC000003,Std,0.149
00:00.0,MAC000003,Std,0.1
30:00.0,MAC000003,Std,0.15
00:00.0,MAC000003,Std,0.131
30:00.0,MAC000003,Std,0.157
00:00.0,MAC000003,Std,0.193
30:00.0,MAC000003,Std,0.192
00:00.0,MAC000003,Std,0.149
30:00.0,MAC000003,Std,0.119
00:00.0,MAC000003,Std,0.091
30:00.0,MAC000003,Std,3.1800001
00:00.0,MAC000003,Std,3.1340001
30:00.0,MAC000003,Std,3.2279999
00:00.0,MAC000003,Std,2.323
30:00.0,MAC000003,Std,2.7049999
00:00.0,MAC000003,Std,2.3740001
30:00.0,MAC000003,Std,2.5409999
00:00.0,MAC000003,Std,2.576
30:00.0,MAC000003,Std,2.3380001
00:00.0,MAC000003,Std,2.2079999
30:00.0,MAC000003,Std,1.705
00:00.0,MAC000003,Std,1.984
30:00.0,MAC000003,Std,1.869
00:00.0,MAC000003,Std,1.601
30:00.0,MAC000003,Std,0.176
00:00.0,MAC000003,Std,0.255
30:00.0,MAC000003,Std,0.256
00:00.0,MAC000003,Std,0.217
30:00.0,MAC000003,Std,0.284
00:00.0,MAC000003,Std,0.234
30:00.0,MAC000003,Std,0.147
00:00.0,MAC000003,Std,0.084
30:00.0,MAC000003,Std,0.718
00:00.0,MAC000003,Std,0.686
30:00.0,MAC000003,Std,0.912
00:00.0,MAC000003,Std,0.247
30:00.0,MAC000003,Std,0.167
00:00.0,MAC000003,Std,0.09
30:00.0,MAC000003,Std,0.088
00:00.0,MAC000003,Std,0.105
30:00.0,MAC000003,Std,0.121
00:00.0,MAC000003,Std,0.159
30:00.0,MAC000003,Std,0.194
00:00.0,MAC000003,Std,0.208
30:00.0,MAC000003,Std,0.212
00:00.0,MAC000003,Std,0.231
30:00.0,MAC000003,Std,0.222
00:00.0,MAC000003,Std,0.241
30:00.0,MAC000003,Std,0.159
00:00.0,MAC000003,Std,0.15
30:00.0,MAC000003,Std,0.184
00:00.0,MAC000003,Std,0.175
30:00.0,MAC000003,Std,0.182
00:00.0,MAC000003,Std,0.173
30:00.0,MAC000003,Std,0.151
00:00.0,MAC000003,Std,0.125
